,Outcome,Log,RVM
110,1,0.9473897415733985,0.9605001840568828
111,1,0.8905864947611764,0.895078786644772
112,1,0.928241850685646,0.8805011186898609
113,1,0.8862753007157518,0.8858377107835762
114,1,0.9227966692120766,0.829835133658307
115,1,0.8586161400627288,0.8802110121320708
116,0,0.9638014808634037,0.9556740874562191
117,1,0.9192618158648282,0.9432652443951112
118,1,0.886812218345022,0.7606831752545538
119,0,0.6839665920459309,0.5630180015950126
120,1,0.9522545167819861,0.9533447711301388
121,1,0.9577087603695337,0.9783439306582843
122,1,0.9502351435662821,0.908943542780584
123,1,0.886812218345022,0.8761709644497107
124,1,0.9647515001766658,0.9902853380989426
125,1,0.9664706142924233,0.9704934554621203
126,1,0.9805023164377885,0.9803175495369565
127,1,0.830972211849279,0.9323801479707354
128,1,0.8420510848666332,0.8208786295646291
129,1,0.9784466408950643,0.9911354264721459
130,1,0.9466536775297422,0.9395756184451423
131,1,0.9544365689749044,0.9470021682859172
132,1,0.8759933051522306,0.8379543543980286
133,0,0.8823714014230776,0.8750788295073763
134,1,0.9168269077503073,0.960627722193602
135,1,0.9186882516834505,0.9382321291503507
136,1,0.9798768484003744,0.9890074903396854
137,1,0.9821052058232028,0.9565917672963682
138,1,0.8652922606553275,0.7705473264488053
139,1,0.9372912483220533,0.9561296918314017
140,1,0.8832397241475807,0.8713077482647048
141,1,0.8935459003940107,0.8824831223852533
142,1,0.9660488608703618,0.9909827595935684
143,1,0.9578754396056025,0.9536081647846272
144,1,0.9668195883429149,0.9702530122337101
145,1,0.9488791698779004,0.9826649910801923
146,1,0.8539199238383902,0.8525265618521061
147,1,0.8905864947611764,0.8849084597377058
148,1,0.9631461510125682,0.9529712343881446
149,1,0.893503285956084,0.8678472889225297
150,1,0.9593258012946856,0.9901153465581559
151,1,0.9298588506678649,0.9672658905882587
152,1,0.9423142769548318,0.9306776654518134
153,1,0.9712025518057121,0.973855279580926
154,1,0.9331621549813349,0.8478162555927072
155,1,0.9612868563700561,0.9892532856284215
156,1,0.9287100862331504,0.8860746879347432
157,1,0.9601549152168951,0.8986829534491
158,1,0.9227966692120766,0.91694332495946
159,1,0.9298591952717967,0.8972066929451287
160,1,0.9627384674807556,0.9626241057718524
161,1,0.7884934225112733,0.6716443661986311
162,1,0.9459244206967344,0.945170440705966
163,1,0.893503285956084,0.8868959790453984
164,0,0.755144661777109,0.7212278340690057
165,1,0.9197651653714892,0.9299898385219871
166,1,0.6811588285464224,0.7419330277085718
167,1,0.9549953880963427,0.977741352605392
168,1,0.7842121546075951,0.8411200488140189
169,1,0.918065402500946,0.9733349939674427
170,1,0.9559051376976201,0.9129954376230798
171,1,0.9318088657523416,0.9359276999778738
172,1,0.9523134275291374,0.9591791696302292
173,1,0.893503285956084,0.9386419512367078
174,1,0.8494854680351487,0.8010834123655004
175,1,0.7842121546075951,0.8411200488140189
176,1,0.7567679339271044,0.7451430095797363
177,1,0.7700002838451658,0.9018343394658821
178,1,0.973676302826737,0.9876032591750343
179,1,0.9546801941299027,0.9755939932177207
180,0,0.879447044050079,0.8740351585593843
181,0,0.7884934225112733,0.7071582132828824
182,0,0.924313913481614,0.6703236584200482
183,1,0.9743676149111852,0.9803976074629884
184,1,0.9679806588138482,0.9894629004012763
185,1,0.8800795568627184,0.883029441777553
186,1,0.8522127273029483,0.8533268606297534
187,1,0.9624822048473094,0.9639415005179116
188,1,0.8622533887748939,0.881772014075165
189,1,0.9578754396056025,0.9693669025312052
190,1,0.886812218345022,0.8540342062490431
191,0,0.9680478267864935,0.9599221925141771
192,1,0.9477014263064025,0.9688028815591361
193,1,0.843382152307652,0.8745916791073524
194,1,0.9557358184114372,0.9490124427790805
195,1,0.8427442576455807,0.9479012456024957
196,1,0.9423660463666421,0.9217957998128888
197,1,0.9187358312571402,0.7844877446927019
198,1,0.8494854680351487,0.9361476668415835
199,1,0.7425891959804889,0.8207822052087587
200,1,0.9590701414617837,0.9667900486595206
201,1,0.8266750081175057,0.9364996780195063
202,1,0.9811837493726017,0.9802611705621155
203,1,0.9222658221277424,0.9438074041044414
204,1,0.9227966692120766,0.917253420312041
205,1,0.9627384674807556,0.9606131764489915
206,1,0.9203148060047557,0.9355638663136
207,1,0.962028951686139,0.9839218872254732
208,1,0.8314241734095886,0.8494605003834492
209,1,0.9011042646247965,0.7762710696339901
210,1,0.6900455816725786,0.7606542648279867
211,0,0.8675835718666852,0.8474274977687478
212,1,0.8905864947611764,0.8756228356616664
213,1,0.7631724789220559,0.6453512334110533
214,0,0.9223692126642696,0.8334031075939201
215,1,0.9396927470425284,0.9598991027417583
216,1,0.9758175171555045,0.933642881139466
217,1,0.9593647414762423,0.910793235807485
218,1,0.8735373403389699,0.9217881675615245
219,0,0.8250187842951063,0.8464491526177295
220,1,0.918065402500946,0.9390195827216836
221,0,0.5645233820479053,0.5031036874969367
222,1,0.975258041899542,0.9758712502873154
223,1,0.8559870801594157,0.942169520455015
224,1,0.9466375248734629,0.9211704894540437
225,1,0.9788336656556565,0.9775479177609813
226,1,0.8586161400627288,0.8548160963760066
227,1,0.9593647414762423,0.9518752636223509
228,1,0.9593258012946856,0.9733579083299514
229,1,0.8921115001555413,0.9640416793243695
230,1,0.8905864947611764,0.8724866848192007
231,1,0.893503285956084,0.9257787780259729
232,1,0.9752423141407004,0.9618730302386583
233,1,0.9705432269926713,0.9891900838469779
234,1,0.9637068314275002,0.9889466507917183
235,1,0.924313913481614,0.8323286331915364
236,1,0.9666592690464548,0.9466371706801349
237,1,0.9702041381357409,0.9658985401430938
238,1,0.9183683167508807,0.8700180978614895
239,1,0.9795576264815992,0.9859364585194251
240,0,0.9298591952717967,0.894210959222731
241,1,0.9761471783305353,0.9607261888660478
242,1,0.8483569787978501,0.9407530958609689
243,1,0.8522127273029483,0.8388190073833972
244,1,0.9451756811446703,0.9851063071366812
245,0,0.8777928069030644,0.8023773593272905
246,1,0.908181121532382,0.9074680641131778
247,1,0.9403757887182457,0.974147862073084
248,1,0.9298591952717967,0.8942528674841919
249,1,0.6646332239014815,0.4699004498754005
250,1,0.8385576897132102,0.8999955072086545
251,1,0.8768896227051802,0.8901109363353491
