business_id,review_id,text,rating,time_created
SCoTeQqWr8Sq8BiOgig3Fw,qezldSWcEY9BLpW_kbA_xQ,"Good Mexican food with very good service. I've had sit down and take out service, and they always treated me like a valued guest.

AA+++",5.0,2019-10-03 16:05:19
SCoTeQqWr8Sq8BiOgig3Fw,3Lij7zDF85uvB0xoc8hlhw,"Pretty good food, not the best service I've ever had. Very extensive menu - almost too much to choose from. Had the Fajitas de la Costa - quite tasty, but...",3.0,2019-07-18 09:20:10
SCoTeQqWr8Sq8BiOgig3Fw,LBSTaJlOxeg3lYL4oS_vvg,"As seems to be typical with reviews, I noticed this place had mostly good reviews with a few 1 stars. Came anyway, and I'm glad I did!  Must preface by...",4.0,2019-11-20 17:22:15
Qy9Tp4FJAchraTg2CipGYQ,0UHE_dV4-ultlvhCdd6xAQ,Wow lot of one stars alot of people not happy here but sorry i guess it's a hit and miss because i had a great experience and the owner was really nice to...,5.0,2019-11-13 15:21:58
Qy9Tp4FJAchraTg2CipGYQ,WcNTeH3BwYvmVUQxzydcHA,I ordered a Spicey Italian. It was as expected. I added jalapeños and they were pretty hot and Spivey. The bread was crispy and the meat was tasty.,3.0,2019-04-27 22:24:14
Qy9Tp4FJAchraTg2CipGYQ,urPaflQVaIZaQq3JSgZPxg,"I ordered food through Postmates & whomever processed my order here at Subway must really not know how to pay attention. My food was a disappointment,...",1.0,2019-07-25 19:27:18
caspdUylHgHXf3mEVOaBDA,rikHQiVJu_bq1IVCcFlquw,I had a wonderful time at this art studio on Saturday. My cousin and I planned a girls day out to try this 'sip and paint' place. Their motto is...,4.0,2017-02-13 11:41:30
caspdUylHgHXf3mEVOaBDA,KXRP7m5uNuP8J5gu8NjQ4g,"I was invited as part of a Yelp pre-opening event to enjoy some wine and painting. The venue is spacious, clean and well-thought out.  They have a private...",4.0,2017-02-27 13:34:47
caspdUylHgHXf3mEVOaBDA,pWR9ykz_Ity-MN_VLtijJg,My wife and I took one of their classes and had a blast! The instructors made it easy to follow along and enjoyable. Ample time was given between each step...,5.0,2018-08-20 18:22:43
uDV08XwB-JiRRD4swTXSIA,o4VmMmW1TgooAgNLLvCKnw,My night out with my mom and lil sis was amazing especially Alise our server. She made our experience amazing and fun. She was so sweet. I loved how...,5.0,2017-10-13 18:14:43
uDV08XwB-JiRRD4swTXSIA,lDyKJuBzowVyjEy7qdsdJA,"Plenty of empty tables at 7:45 last night, and we were seated quickly.  Took the waitstaff nearly ten minutes to come by and speak. I ordered Chili, my...",1.0,2019-10-13 10:10:19
uDV08XwB-JiRRD4swTXSIA,2D7DdOgptqH5MnocLb3ZNQ,"We came here with my family and were so encouraged by our server Kevin and the staff. What kind, and genuine people! We felt so served and cared for. One...",5.0,2018-11-03 15:29:37
s4VaDNMC6IAregeZnEhr7g,ntp4prw0pTRxmMxgMiuY9A,We visited longhorn today for the first time after living in the area for a few years. We got bread promptly along with drinks the appetizer we requested....,5.0,2019-11-17 13:52:36
s4VaDNMC6IAregeZnEhr7g,n_ZZSm1Ax_z8KI61DH0MBw,Josey cheerfully greeted us and brought out excellent Southern Style Tea and an Arnold Palmer with a hot loaf of bread and fresh butter. She recommended the...,5.0,2019-04-11 18:55:51
s4VaDNMC6IAregeZnEhr7g,cBiVf_SUv4ZuFTCFUaafeQ,"To be honest, The Shogun of Snaxx enjoys a nice juicy steak from time to time. Normally this place doesn't disappoint, The Shogun has had a few hiccups here...",4.0,2019-10-26 22:01:03
rkGJVzi0lKSzAQNS7DnwkQ,C3u7K9m5jDjxqRh7pCJuog,Consistently delicious!!! UGHHHH SO GOOD. I try to get something different cause I want to try every item but I get the yeero and I love it every time. I...,5.0,2019-09-29 11:06:00
rkGJVzi0lKSzAQNS7DnwkQ,lcB1PyqH_INbr73HtCeLUQ,"So glad we tried this place, it was AMAZING! 

I've eaten vegan food for years in different parts of the country, and I must say that this is some of the...",5.0,2019-09-27 16:23:56
rkGJVzi0lKSzAQNS7DnwkQ,duuKr7qKK4WmmttMXd1a2A,"Great food, and the owner and her daughter are wonderful - you can tell the food is made from the heart! 

My favs: 
#1 Pizza (was on special one week, not...",5.0,2019-09-24 16:54:07
OJFlbUyhAyxK6XOCZgfIrg,XS7g6znXU7SuwIJdR2am6g,I like the outline of the restaurant. It was easy and not so confusing. The girl who took my order looked annoyed with me when taking my order. The cashier...,4.0,2019-06-14 06:24:15
OJFlbUyhAyxK6XOCZgfIrg,0OWZRD6_UBfrKynZ0_Lj_Q,The set up is stupid. Come in for a dozen bagels and you are stuck behind 30 people that want a specialty sandwich. Almost always understaffed.,2.0,2019-10-19 07:27:34
OJFlbUyhAyxK6XOCZgfIrg,G4ZzfhUwsFcwmNAdByECtg,They charge 40 cents to toast a bagel. The manager also yells at employees. Horrible customer service.,1.0,2019-09-19 18:29:03
9kh1aXyYxHLaS0jMUQkSxg,dCwvxNdtz9hkWvznbVgtdg,"It's a DD, it's a franchise, and in it's a small town. That said, I come here semi-often as one of my children attend dance classes nearby. 

Here is the...",4.0,2018-05-31 03:23:09
9kh1aXyYxHLaS0jMUQkSxg,lgE-cQqGXKqYJFDsZ4E2Yw,It's nice to have a Dunkin so close to home however the last 4 times I was there the service was horribly slow. Today I walked in looked around saw two...,1.0,2019-11-23 11:34:36
9kh1aXyYxHLaS0jMUQkSxg,4-ahawQ-B-hUujDQMoaOQA,I hope management can get better employees or figure out a way to boost morale. Every morning that I do decide to go to this Dunkin Donuts I end up leaving...,1.0,2019-10-15 04:11:25
hGeWTCuZZJHqeba5gMFoKg,gej63jvJ-sXD3tBU1lZp1w,"These guys continue to do a nice job.  Here are some updates:

Pros:
a) 4pm-6pm 50% off appetizers in the Bar.
b) Coupon Friendly offers.
c)  Plentiful...",4.0,2019-09-11 10:13:00
hGeWTCuZZJHqeba5gMFoKg,nkCmXRBpLxIWegy25zJvsw,Our waitress was super awesome. Her name was Megan. She took care of us from start to finish. I can not say enough good things about her or the service she...,4.0,2019-09-01 14:54:44
hGeWTCuZZJHqeba5gMFoKg,W5RGcVG6V7TRP6d5pXBOHA,"I grew up with Italian food. My grandfather was always cooking. I'm usually weary of chain restaurants. However, I was pleasantly surprised when we went out...",4.0,2019-02-19 23:25:34
M2tsnxFL_3qVWaslfe9SaA,DpkjOiAJgTgvJHDOOtdpvA,"Walked to this place from our hotel. Wasnt very much open in the area due to the holiday. They have 30 Flavors of Milkshake and they are thick!!
I ordered...",5.0,2019-07-09 14:10:45
M2tsnxFL_3qVWaslfe9SaA,6aDEgBkVq-wH0cAEJXD_3g,They have SERIOUSLY cleaned this place up...raised the bar on quality....and employed a staff who seems to care about the service they offer.  Way to go!!...,4.0,2018-08-25 11:02:10
M2tsnxFL_3qVWaslfe9SaA,yJ3EkHRlvRFBJIkVyD2Weg,What a nice little find! This place is everything you expect a '50s-themed diner to be. The service was super friendly and they had plenty of staff working....,5.0,2019-07-28 11:05:33
L_kccaHSRAayKgvzoFe68w,zHOToAjZmz8tlZ52biCQzA,First class service with a smile! Best Wendy's around.  Never had a bad meal here. I ask for special lettuce wrapped burgers and they accommodate very...,5.0,2019-12-06 12:47:32
L_kccaHSRAayKgvzoFe68w,epV7s9iomweOwxqVaLbODg,"Your basic Wendy's.  They did run out of salad at 2:00?  Had chicken sandwich instead.  A little disorganized, but my food was fresh and hot.",3.0,2019-03-21 13:54:37
L_kccaHSRAayKgvzoFe68w,I-jaLFE322CGZ4FUdG_lsA,"**Update** -2 stars
Most of the staff capes ON THE JOB. I wouldn't care too much if they did it in the back,  but they vape in the front which makes my head...",3.0,2019-05-18 21:14:52
fscM2fqStT4VJ-ieE7LNvg,fE7VGyiXaEgOZU7trqfFuA,"Best sushi BOGO and online ordering. The 911dine delivery is a terrible deal because there is no BOGO, so it's effectively 2x the price for sushi, so I...",5.0,2019-09-12 22:47:58
fscM2fqStT4VJ-ieE7LNvg,c_Ph-CbCnYqJhV8kYFRuZg,"It was decent for what it is - a buy one get one free roll. The place was quite empty when we arrived in midweek night. There were so many selections, but...",3.0,2019-12-03 08:38:56
fscM2fqStT4VJ-ieE7LNvg,mNqgUp0is6Yn0T-tnYJOhQ,"Stopped in for dinner, every table was full and lots of to go orders. The buy one get one free sushi caught our attention. 
Our server TJ was very attentive...",4.0,2019-07-05 19:39:01
bQlXfu8VyqHEkwX-esxVCA,WfHlX7zL26Lvn-rofyY1CQ,"Super close to my family in Cary.. first perk! Tucked away from the highway, and situated near restaurants/grocery stores. It literally costed $10 more than...",4.0,2018-04-28 06:10:33
bQlXfu8VyqHEkwX-esxVCA,Tq3Yr_LZluDY97MORbgp4g,The staff here was very friendly - I stayed one night while on a business trip and they assisted me in finding a local grocery store to buy some items for...,5.0,2017-06-12 08:46:04
bQlXfu8VyqHEkwX-esxVCA,pzgRLMgy6d30OizQtG1tIA,"Staying here for 3 days. Very clean!!!!
Pool, small fitness center & free breakfast.
Definitely one of the best hotels I've ever stayed at.",5.0,2015-08-24 06:08:05
XuBnKUrwktuQJs3CXg3z8Q,33s0BwvlPrF2Z8UYaxFIpg,Always great service that is friendly and fast! We love coming here for a quick bite to eat. And they have one of those Coca-Cola freestyle machines that we...,4.0,2019-10-31 16:07:55
XuBnKUrwktuQJs3CXg3z8Q,spPy1ml2kHSGF10b9z7ixw,"I used DoorDash with this Firehouse.  I ordered a Hook and Ladder and when it was delivered, there was no meat or cheese on the sandwich.  When I called,...",2.0,2019-12-02 05:55:06
XuBnKUrwktuQJs3CXg3z8Q,pyArOtFVBYccG-aapCol0A,"Great food and hot sauce. I bought a small glass jar of the hot sauce with the fire hydrant. Sweet with a bite, very tasty.  Good gyro. Will go again!",4.0,2019-04-16 11:07:51
pOd8unbe5fOBgS8EojCK7A,6pt2kVJj_o-zTSGB8Bi0Sg,"I love a good BBQ place, and this place doesn't disappoint!  I don't know why I haven't tried this place out sooner.  I got the half chicken with the potato...",5.0,2019-11-04 04:38:28
pOd8unbe5fOBgS8EojCK7A,JnTpEJ3Cp2Ab_j5Mb6BMPg,"We had the brisket sandwich: grade F- single thinly slice layer. More like brisket flavored bread. 
Service grade F- the staff was standing around...",1.0,2019-11-09 18:28:42
pOd8unbe5fOBgS8EojCK7A,XXQrMvNc3KwKvL7NNt-N-w,"Hi Mike, if you are reading this review I just want to say I really, really wanted to like your place in Beaver Creek since its so close to home....but...",3.0,2019-08-28 16:35:17
Fz8--5bKau1mJGffcCnsYQ,p57IfLl3xnvbHzb2P3MuaA,"If you are NY transplant like I am- come here!! We are closer to the Cary location and I'm glad we've found it. For a good while, we've been chasing that...",5.0,2019-08-30 16:28:52
Fz8--5bKau1mJGffcCnsYQ,uLbG5Y-T90sipw6B5UNvmw,"I hate to give 3 stars because that seems low, but it's truly just kinda average. I visited their Cary location (which I couldn't find on yelp) with my...",3.0,2019-08-10 15:40:56
Fz8--5bKau1mJGffcCnsYQ,-ZBSsz7jPVMHRYSUFPCpbw,Called in a delivery order early since they start delivering at 4:30 pm. We got our order shortly afterwards and we got it piping hot. I ordered the garbage...,3.0,2019-09-07 14:18:27
1HqUHUKfuRbHYm3NoIzJQA,j-BH2Hvs7BUlXKU-P3oTmA,Great wings- my kids loved it. Service was quick and we got in and out in under 40 minutes plus got to watch some football.,5.0,2019-11-16 10:26:47
1HqUHUKfuRbHYm3NoIzJQA,Od7fsExe1_9GdS6R0igihQ,"It was just ok, nothing overly exciting about it. The service was ok and our server did a decent job. The food was ok and a bit blah. We got a basic burger...",3.0,2019-11-10 17:02:30
1HqUHUKfuRbHYm3NoIzJQA,jPnGggK7aGboIf64o8LA8w,"Management not good. Been here few times, not treated well at all. They going to respond and ask to talk and answer is no. Honestly don't even try. You know...",1.0,2019-11-06 10:00:32
ufva_xBUQtNuCDQX7mL0VA,TBvN1SDiTLyeXa8pu4Ro9g,Panera is a great place for quick food that's also fresh and reasonably priced. Love the new grain bowls. Much healthier choice for quick service...,5.0,2019-10-27 09:02:34
ufva_xBUQtNuCDQX7mL0VA,y_M5PhyJb-uGUWTb0GY0MA,This place has really gone downhill. Past three times we've been they've completely missed giving us part of our order. They comped or corrected it each...,2.0,2019-11-23 09:15:15
ufva_xBUQtNuCDQX7mL0VA,qc-GUbXD1Vm8wunUDz-XLA,This is my go-to location for all my catering needs and for lunch. Online ordering via the My Panera is extremely easy and they are always punctual. Caitlyn...,4.0,2018-11-16 07:03:50
rkGJVzi0lKSzAQNS7DnwkQ,C3u7K9m5jDjxqRh7pCJuog,Consistently delicious!!! UGHHHH SO GOOD. I try to get something different cause I want to try every item but I get the yeero and I love it every time. I...,5.0,2019-09-29 11:06:00
rkGJVzi0lKSzAQNS7DnwkQ,lcB1PyqH_INbr73HtCeLUQ,"So glad we tried this place, it was AMAZING! 

I've eaten vegan food for years in different parts of the country, and I must say that this is some of the...",5.0,2019-09-27 16:23:56
rkGJVzi0lKSzAQNS7DnwkQ,duuKr7qKK4WmmttMXd1a2A,"Great food, and the owner and her daughter are wonderful - you can tell the food is made from the heart! 

My favs: 
#1 Pizza (was on special one week, not...",5.0,2019-09-24 16:54:07
WzAUVhGsH_4K-saFWM_NAA,lvIzwWM4YZWsC5Whol9cAg,"Finally made it in to try out this pizzeria.
Stopped in on a Sunday afternoon, it was quite busy. It has an old feel, I wish their display cases truly...",4.0,2019-10-14 13:10:07
WzAUVhGsH_4K-saFWM_NAA,Bpz9nJZIQWkBoh5JmoZ58g,"I ate here on a Saturday evening with two other people for dinner. These are my thoughts and observations.

- They were closing in 45 minutes, so I...",3.0,2019-12-02 08:08:40
WzAUVhGsH_4K-saFWM_NAA,O8Y7ttCixqo_nnd9ZaE5Iw,"Excellent pizza! Excellent service. 

If you like traditional hand tossed pizza, this is your place. We love it here.",5.0,2019-09-26 18:19:34
Y4ZDvVqXeY9ns7-heCZ9Iw,OI0dg4MnaVQMxX-Uwjjq7Q,"No contest, this is the best burger I've had in the area.  Perfectly cooked with lots of cool options for toppings.  I've had a few different apps and they...",5.0,2019-11-23 09:05:01
Y4ZDvVqXeY9ns7-heCZ9Iw,fCuG-d78hVgFFgk8AbqlpQ,Abbey Road is one of my go to places. That Apex Location is better than Cary. The food and service are always good. I really like their burgers.,4.0,2019-09-21 09:26:12
Y4ZDvVqXeY9ns7-heCZ9Iw,FbwMJh_aU6-78XBuSgSlNA,Great Tavern.  Good food and service.  The wraps and Pitas are great.  Loved the fried okra.  Excellent Tea always.  Good beer selection.  They have Hot Dogs.,4.0,2019-11-16 09:51:12
qmafds6zX0oaDDB7sV2g_A,Sw9sdv_KGA9hCeopD_KdtQ,"I love Bojangles. I rave about Bojangles all the time. Since I'm on the west coast now, I dont get my fixing of Bojangles. I always get the kids supreme,...",5.0,2015-12-16 14:04:19
qmafds6zX0oaDDB7sV2g_A,0R8kdhHQrnfbRhp1w6jOnA,They make so many mistakes in the drive-thru that it is ridiculous.  It makes the burger place look great in accuracy!  Unsweet tea means UNSWEET Tea!!!  2...,1.0,2019-11-14 10:49:25
qmafds6zX0oaDDB7sV2g_A,96A-o1vJC46pGE4Ii_t9aQ,"It's like they try to be incompetent. Wow,!if you're hungry and have 45 minutes to kill then you should try the drive through. They don't substitute...",1.0,2019-04-20 12:36:51
fmMW7944SdJSftZK-r50mA,dr0EDoMuOv4Erfmed8vV4A,We just switched from the HT on Hwy. 55 in Apex due to poor customer service.  This Food Lion was remodeled a couple of years ago and they did a nice job....,4.0,2018-11-16 14:49:25
fmMW7944SdJSftZK-r50mA,RKJnl8WZwEj-Bi5xBc6ybQ,"I've been going to this Food Lion for years.  They've upgraded the quality of their produce and the staff is friendly and helpful.  My pet peeve, when I go...",3.0,2018-05-14 09:56:54
fmMW7944SdJSftZK-r50mA,mKhuzpbS_j4BoQM5GS5mng,They have the best staff and amazing produce! The associates in the deli are so friendly and their wing bar will have you drooling!! Check out the delicious...,5.0,2017-09-15 14:54:50
JtLdn4Y-j31_1mGzA2yqOA,9O0W7us13X1ksXq8YOaxkQ,"Fabulous food in the old Blistered Pig Restaurant!
Fair prices!
The wait was horrible, from 5:00 to 6:45  on a Saturday night. We almost missed our concert...",5.0,2019-11-25 07:03:49
JtLdn4Y-j31_1mGzA2yqOA,WIN8AEu46sGE-BB9zvCnNg,This is a great spot in downtown Apex. We've gone here for date nights as well as taken the kids with us. Their menu is a bit hard to describe being a blend...,5.0,2019-11-09 19:03:45
JtLdn4Y-j31_1mGzA2yqOA,BY5Xn2aE34a7sPIhx-tzNg,"Total f'ing rip off.
The old fashioned on the menu is $8.
The waitress asks you bullit or Jim Bean.
No mention of price difference.
You say Bullit.
Actual...",1.0,2019-10-29 16:44:57
sThQHsCcZGdCFpbctXJ6dg,lYp9SgNoZkUPW3WMEcl4Dg,"First time to order here , was an online order . 
1- order was not ready on time had to wait for the order 7 min or more .
2- Then a young cashier comes to...",3.0,2019-11-13 16:46:53
sThQHsCcZGdCFpbctXJ6dg,JieTLkhUklqdJx-T1_LRjg,"We Generally eat here several times a month after tonight's lack of service I am not sure I will ever go back

The team was doing a nice job of sweeping up...",1.0,2019-08-07 17:54:07
sThQHsCcZGdCFpbctXJ6dg,aOmG6_VbDDRjp3U_uRUUxQ,"I pull into the drive thru Halloween evening to get my kid some food. I speak my order and even say ""hi may I have"" prior to placing my order but this girl...",1.0,2019-11-02 05:18:31
luREw4YhfFuYiUdA0SECaw,f2RMRpPS5k5GR7l6NAZ6ig,"A gem in the 'hood. The best!
Need a bite to eat? They have wonderful sandwiches. Amazing falafel. And the most wonderful service. So helpful, patient, and...",5.0,2019-11-20 08:15:54
luREw4YhfFuYiUdA0SECaw,PluQQj6Jhj856watCKog5Q,"Fun selection of the usual deli offerings plus some European goods (German crisp rye, panettone, baci, obscure Ritter sport, etc.). Best priced sandwiches...",4.0,2019-11-14 17:03:30
luREw4YhfFuYiUdA0SECaw,gXxtj8sGSR9JzYCvGINrQA,"Been going to Rossi's for years! Always greeted with a ""hello"". Prices are good and they'll make just about anything you want in a sandwich. I love the...",5.0,2019-10-19 21:34:45
vZm7Z2kAHccXI4sCosdPiA,4gYpiAcbpEMltxmaoAdFCA,"We had a recent visit and here are my humble Pros and Cons:

Pros:
a) Great menu flexibility.
b) They'll make any burger wrapped in lettuce instead of a...",5.0,2019-09-04 09:05:01
vZm7Z2kAHccXI4sCosdPiA,iMrZDvk__vjLbGZyCZbJSQ,This places has some bad reviews but I was told there's been a lot of recent changes and the last few months they've really come together at this location....,5.0,2019-06-27 07:59:52
vZm7Z2kAHccXI4sCosdPiA,xch_BiBnqw33DHkFkZ4dzA,Had a wonderful experience.  Food came quick and was hot and tasty. Sage was a great server. She was on it. Great personality and attentive.,5.0,2019-11-29 17:26:22
kuqppvXDoE2M-mfjVucnSg,9hhh3JFodRL2JJ3f9aJWbA,"Large sandwiches packed with flavor. While on 64, we decided to stop here since we had heard positive comments about it from others. We are glad we stopped,...",5.0,2019-11-09 05:20:34
kuqppvXDoE2M-mfjVucnSg,zKobGDltTxxomdER4xynvw,Many years ago the Schlotzsky's in my home town closed much to my disappointment. I was delighted to find this location a few months ago after I moved to...,5.0,2019-11-23 10:32:56
kuqppvXDoE2M-mfjVucnSg,UpA9AHUOYqHLVvd3UcrEMw,I have been a loyal Schlotzsky's customer around the country for years. I received poor service at this location. I would not go here again under the...,1.0,2019-10-29 18:24:01
UNbU9vcbZK7g4mk8wiMcGg,DBgWADxbqQOaTsNEBJbotw,Awesome atmosphere and great for kids. Friendly staff. Dogs allowed. Tasty beer and food trucks. Fun place to hang out with friends. Cool outdoor patio.,5.0,2019-11-30 11:16:14
UNbU9vcbZK7g4mk8wiMcGg,Z_3YHlgZ5E0cgUO_HIwyIg,This place is large and has indoor and outdoor seating. The vibe is fun! Love the dogs and puppies! The kids there were not a bother because  the parents...,5.0,2019-04-14 16:19:48
UNbU9vcbZK7g4mk8wiMcGg,uJogriSSBf3986Hj7mUrCQ,"The brewery was great !!  I wish I lived in the neighborhood where it resides.  So
convenient.  They had a pretty good assortment of brews available as was...",4.0,2018-07-14 13:06:53
Wnl6oiz7ZrrMvqaomCtYqQ,iqqlRj_7LJuVTcpeSdMylA,Jersey Mike's is the absolute best place in the history of restaurants (At least in my  opinion.)  Everything here is top quality and I just cant express in...,5.0,2012-08-21 11:46:59
Wnl6oiz7ZrrMvqaomCtYqQ,FF3k7gOBF-KNSzbTCMDwpg,"Love this place, steak and cheese is the best in town. Meat is thin cut and very good. Turkey is great too! I like how they cut the meat in front of you....",5.0,2019-01-29 14:13:22
Wnl6oiz7ZrrMvqaomCtYqQ,7k12k7Kwn_IVK6q-MpB7Cw,"This was one of the worst Jersey Mike's I've been to, usually go to the one on highway 64 which is much better.  This locations veggies looked old and bad....",1.0,2019-07-14 13:30:20
4tyOSG6i78loCgOadPNXXA,9k8BRQOc1Uvqeb0bPVdSrw,"WOW, impressive great service and food.  Greeted upon entering, seated promptly, ordered beverages, and before I could take off my jacket ... complimentary...",5.0,2019-02-23 13:23:44
4tyOSG6i78loCgOadPNXXA,FuYQDEznygMqUIvIDChZ3g,Sad to say that the food and service here has gone downhill over the past couple of years. We often order the same carryout order and the quality is...,3.0,2019-08-01 14:12:17
4tyOSG6i78loCgOadPNXXA,kprDYmH9Zf-M3EuY-h_7Hg,Check your table to make sure you don't have a wobbly one before you commit to it--sorry pet peeve of mine. American pop music playing and TV on mute. Very...,4.0,2016-05-03 09:25:36
OTedmgwS2zqmBW8wONGwCw,Y9_96-23mU0wxWLxI_66-Q,"The best  all lamb burger I have found. Get the bun on the grill.
Plenty of accoutrements.

Taste!",5.0,2019-10-22 19:20:10
