business_id,review_id,text,rating,time_created
G2hTYYzvlg75BisWSHarLQ,82QdxyG6ynp0dmJXHZTGYQ,"I've eaten takeout at Enrico's twice so far. It's located in Steele Creek, not far from the outlet mall. I usually call in and my order it's ready by the...",3,11/5/2019 6:14
G2hTYYzvlg75BisWSHarLQ,1FgLdNn7NIGStXoqy_QB8Q,Pretty decent italian food near the premium outlet mall.  I stopped by after a day of shopping at the premium outlet mall to grab some takeout.  I tried the...,4,9/19/2019 3:00
qf3xjfldVqjUKYWrPE4dtg,FhSNuyMn6_Wa0pR57deRfA,This was my first visit to the Berewick MOD. I've had them before and was never really blown away. The plain pizzas are very good and the price point is...,4,8/10/2019 14:43
qf3xjfldVqjUKYWrPE4dtg,Xoi_5yAQ7-3Ni74GSOSPVQ,"I came to this location early this evening on my way home from the airport.  I frequently visit MOD Pizza, however not this particular location.  Upon...",1,7/3/2019 17:17
qf3xjfldVqjUKYWrPE4dtg,tecte68TcdmSCboR86cGWA,First time at MOD Pizza. Never heard of the joint actually. It was a recommendation from a guy I was conducting a Craigslist transaction with. So my girl...,5,9/6/2019 16:16
hC4d4JHnGbL9ZdrOQVXikw,CZplcotjBhLR9d50PpKTbQ,"I was so stoked to see a Fuzzy's close to home! I had to introduce my Aunt and cousin to the deliciousness of this place!

They tested out the tacos...they...",4,8/24/2019 10:45
hC4d4JHnGbL9ZdrOQVXikw,qnmHGnHJZvwdII931U2Qzw,I am not in this area very often but I had a meeting and was looking for something fairly quick and easy which Fuzzy' definitely was. The location is easy...,3,11/1/2019 7:48
hC4d4JHnGbL9ZdrOQVXikw,icrGbIggWnSyWjJTXfv3eg,"We tried the Matthews location last year and had a mixed visit, but we decided to give this location a try because we are die hard Tex-Mex fans....",2,9/6/2019 12:06
EvPp-4ALV0MQQpOAAybMAQ,WrrC8wNLxgLkg0TyF3XHEw,"Everything that everyone said about the place being clean, is on point. The staff is very attentive and welcoming. 

My husband and I both ordered the combo...",4,10/24/2019 17:42
EvPp-4ALV0MQQpOAAybMAQ,S-5ZvPe3YdvFM4XQp0OoXQ,"Located behind McDonald's off I-485 off Exit 4, Smithfield's a poppin' place specializing in chicken and BBQ dishes. Filled with standing tables and booths,...",5,10/19/2019 13:31
EvPp-4ALV0MQQpOAAybMAQ,kscjwQpbD5T0E-2c-DLkbA,The service was excellent and the restaurant is super clean. The food was a valiant attempt at barbecue chicken and fried shrimp but I left quite...,2,4/15/2019 20:42
R3BBuHmher7d0QouLbJLjQ,XlQ3nMiezONxWysilnwfEQ,"Excellent experience!  Quick service, quality ingredients and helpful staff.  To top it off they have kids eat free on Tuesdays, so my family of 6 ate for...",5,11/19/2019 14:54
R3BBuHmher7d0QouLbJLjQ,ON_KLY6kTAeRn2Z0_AUzvA,"Wow, does this place get busy for lunch! There was a line all the way to the door when I stopped here for a bite to eat. The order-taking process was pretty...",3,6/21/2019 12:33
R3BBuHmher7d0QouLbJLjQ,#NAME?,I was very disappointed in this veggie spud. I have no clue where the cheese went but this is not the first time it has looked like this. Won't be ordering...,1,10/28/2019 16:32
eEvTnwKH_wRrm2nekXrKXQ,6NjYpHsXxa6WgBJfHkkxJQ,"So I tried Fuzzy Taco shop in Miami over Christmas break and I loved it. Great lil vibe and if you serve breakfast all day then I'm sold! Also, let's be...",4,4/11/2019 15:48
eEvTnwKH_wRrm2nekXrKXQ,7DxrVpMWhBQBvttoBThSqQ,"Came here with the bf for the grand opening!! Opening went very well!! 4 stars for the food because for me, it lacked flavor. We got a $15 gift card  though...",4,12/19/2018 14:09
eEvTnwKH_wRrm2nekXrKXQ,OK-0pXr3i-y7_Rig4KcanQ,"Two visits in the same weekend! It's great to have a new place in the Berewick community! 

The Mrs and I visited twice in just a couple of days.  The first...",4,1/1/2019 20:17
nir0Fr_oIwUq2nXQ-N1iEQ,xeNmwRnBewIfIaGSR1qDAw,"This is a great Starbucks location!

I decided to stop here for a coffee after visiting the outlets. There was no one on the drive-thru line so I was able...",5,8/6/2019 17:35
nir0Fr_oIwUq2nXQ-N1iEQ,Af4bTVmPAvFryp9TspTGbg,"I'm so happy to have a full service Starbuck's in my neighborhood but before writing a review, I wanted to try them out a few times. Now I am by no means a...",5,4/23/2019 12:28
nir0Fr_oIwUq2nXQ-N1iEQ,g6ulAFCbVXW9o02Pj4h32w,Come to this location often on my way to work. Different people working the window just about every day and every person I have interacted with has been...,5,10/4/2019 9:40
3nRaWjtgTxoqtpHKJy5u4g,lSlhlagcIcfWApF6l6gI-Q,"I went to this Bojangles to eat and use their Wi Fi. I walked in and went to the cashier,  asking if they had Wi fi there. She said she didn't know.  I...",2,6/18/2019 0:31
3nRaWjtgTxoqtpHKJy5u4g,PXhzu3v2TyETqB-9RPxoLA,I'm from NY so the closest we have to Bojangles is Popeyes. I really enjoyed it for a fast food place. My friend and I decided to stop there after apartment...,4,3/23/2019 10:19
3nRaWjtgTxoqtpHKJy5u4g,2SoCxZQu-G7KlBZv-sjyBA,"I've stopped by this Bojangles location several times and I've never gotten bad customer service. A time or two I've had to endure a wait, but I've been to...",5,6/6/2019 16:49
sdjkEXdhbSO3QOJpOvLKkQ,ZyHjcLIWUuxaEmtybnztoA,I have to agree with my fellow yelpers. This place is very hit and miss. I usually stop here for breakfast a couple of times a month. One visit I will be in...,3,6/3/2019 10:05
sdjkEXdhbSO3QOJpOvLKkQ,9t48IW_nCfkw4lAha0RcXQ,This McDonald's is always out of something! I think McDonald's of all places should have their act together. Come on now it's not even real food. It's not...,1,11/14/2019 20:54
sdjkEXdhbSO3QOJpOvLKkQ,hMzOHh3yJaAZpYImiyJRnQ,If you are hungry for rudeness this is your McDonald's location.  The angry obese man (possibly named Calvin) who wears the white shirt at the drive through...,1,11/4/2019 16:51
xlUoy-OVO-EgZzfiHJk1Hg,3HISY5SSKMvGFbcc2zq5kg,Went to this location a couple of weeks ago after my youngest son (8) and I shopped at the nearby Charlotte Premium Outlets. This was the first time I went...,4,6/28/2018 19:12
xlUoy-OVO-EgZzfiHJk1Hg,c1DBc-9yonDX4B47At_b4w,I rarely write reviews but I've given this place about 5 tries with the same result each time.  It's your average Wendy's food but the service is hands down...,1,5/17/2019 15:13
xlUoy-OVO-EgZzfiHJk1Hg,q0AJOIVJ2byioz6qBZbgNA,"I have been here so many times I lost count!
I love their chicken sandwich and cheese bacon french fries.
The problem is they always mess up my orders,...",2,1/15/2018 16:01
e1UF53wfi3HKNmPHzc3OLg,ILO-sv-oEnTuC7Rc4TPW1w,Overall I like the Zaxby chain itself & their food. Where I would say the problem is would be the employees. I've noticed at most locations they have a lot...,3,6/9/2019 14:11
e1UF53wfi3HKNmPHzc3OLg,YCMYNGdWFcnA31v0vfRU2g,"0 stars should truly be an option.  Apparently at least 5 staff is not enough to keep the place running, thus they LOCKED OUT THEIR DINING CUSTOMERS at...",1,9/8/2019 9:57
e1UF53wfi3HKNmPHzc3OLg,tjcwfLtZVHL-z6i0aTyDqw,Close to if not the worst fast food joint in all of Charlotte. Had to wait 25 mins for a chicken sandwich at a chicken spot. The floors felt as if 20...,1,9/28/2019 12:39
rJw7E-x2366MY509ojuzjg,QWSGDDCXomzEglhUnXuzcw,"What an poor excuse for a ""fast food"" restaurant. Literally waiting at the register for 5 minutes and was NEVER acknowledged. Turned around walked out and...",1,10/10/2019 17:42
9izKpGh8WsGO0nP7B8MOsw,fUmH4DZfQhikj-vLHhv3eA,What Goes Round got my vote at the Charlotte Food Fight 2016 that was held this weekend at Stumptown Park in Matthews. They had a half meatball sub that was...,5,5/23/2016 6:54
nO9rDhbxekZLyHaK5GEMfw,0WMKL90ipjx4RLtCbg0yZw,"Perfect bar to chill indoors or out.
Pet friendly, and prices are great.
If you're looking for a high-class joint, this isn't it, but if you're looking for...",5,2/19/2019 11:41
nO9rDhbxekZLyHaK5GEMfw,0EfM87CrELfPH8Z9nwYGRw,This is a great place.  Staff is wonderful.  Has great jukebox with every genre of music.  You can even control it from your phone.  Very large for a place...,4,1/10/2018 16:28
nO9rDhbxekZLyHaK5GEMfw,2oWyFBRZfk6EFBk462Z1Bg,"Cute place.  Definitely a local feel which I love.  Actually, this place is pretty sizable which was a surprise.  The parking lot is shared with a gas...",4,10/26/2016 15:12
7os-CT7QI8P_sy1QKwhzjg,Z_Z5hiS9j7CiIr0cgqDMxg,"The service has vastly improved since it first opened. My daughter loves their fried ice cream, but when we went to order it, they had run out. The...",5,9/1/2019 9:45
7os-CT7QI8P_sy1QKwhzjg,gB4cwHsFQlBjqk1TI6-WLw,First time here.  The food was decent but the service was lacking A LOT.  It started out fine. Chips very thick but hot and salsa was good.  The manager I...,3,9/5/2019 9:01
7os-CT7QI8P_sy1QKwhzjg,y9qE8NQEL6TDcvUAVHXjHw,The food is definitely good! Best Mexican food in the mountain island area. I ordered the Arroz con Camarones. My meal was $15.00 and the portion size was...,4,5/20/2019 20:20
gwo0iQlgQIKGXGTJYqWc7w,b3_YWnZEcKC5usqPbMR7Kg,Favorite Chinese Resturant around and very reasonable prices!! My favroite is their Egg Foo Young by far. Also have the great stuffed up Crab Rangoon that...,5,6/9/2019 19:56
gwo0iQlgQIKGXGTJYqWc7w,NGxjgDZLfbGiZbeVKGdoog,We stopped eating here about 6 months ago because the food was subpar. Decided to try our luck to see if anything changed. Tonight we got crispy scallion...,5,11/15/2019 19:09
gwo0iQlgQIKGXGTJYqWc7w,8Xfle-2xAbnnT5QaxafrZQ,"I love this place! 

When I lived in Charlotte, I lived 5 minutes from here and would visit once a week. The owners are ALWAYS here and it seems like they...",5,12/30/2018 11:40
X6YhotyzOlqO0iGqwaa3qQ,mUsalFPzloHwyVRqem5d0Q,Stopped in during lunch around 1230.  2 ladies working the counter. Quick and efficient you could tell they were properly trained. Small line and it moved...,5,9/25/2018 9:53
QZFUmTqzMXYVqc3qtL-cbA,#NAME?,"The blueberry waffle is back and it's delish!!! I ordered the All Star breakfast and shared it with my mom. We got half bacon half sausage, scrambled eggs...",4,10/1/2019 7:03
QZFUmTqzMXYVqc3qtL-cbA,fyXFI3o9Ms0y3enHjng55A,This Waffle House is relatively new. It's well kept and maintained. It was clean and the workers were great. We came on a Thursday afternoon. Laquita as our...,4,6/13/2019 23:59
QZFUmTqzMXYVqc3qtL-cbA,4Ej1h25SpQY_V4ASN_lTJg,"Waffle House is notorious for good food & bad service, but it's safe to say that anytime I go to this location my order is always right, it's clean for a...",5,7/22/2019 9:25
T2_XXa8XwI0H4XLguw0FzA,S5ItalpL6lIosnBfWJm7uw,"Brand new location. Clean, friendly and fast! Love me some papas pizza. Our order was pretty large, and it came out perfect. They even threw in some free...",5,4/16/2015 20:32
T2_XXa8XwI0H4XLguw0FzA,C4WFhEztdGko07KtmvZkoQ,"Ordered delivery at 6:44. I was told pizza would be here in 30-45 minutes. Though I live within 5 miles of the Shopton Rd. location, order was delivered at...",2,11/6/2019 17:47
T2_XXa8XwI0H4XLguw0FzA,6b87WOeGYfzCvdxpQQGbUA,I'm not a big fan of Papa Johns Pizza but my daughter ordered 2 medium pizzas during her move. I took about an hour and a half to show up from less than 2...,1,4/14/2019 12:41
ULzYjk1f3rZxctN2ZC8oBQ,A5v-uH5v4DvUukCdTXeq6A,"HORRIBLE CUSTOMER SERVICE! 

The cashier is playing ratchet loud music on his phone. No one greets you when you come in or leave. They have the worst...",1,8/2/2019 16:04
ULzYjk1f3rZxctN2ZC8oBQ,D7VIAAGCvY2WLSscoQRKIQ,"I always get gas here since this is the closest gas station to my house and also I get to use my Plenti card which result in points that.
I normally use to...",5,1/14/2018 16:11
ULzYjk1f3rZxctN2ZC8oBQ,ds9krGiLdDsAaU-4fKS3cA,every single time i get gas here there is a issue. mostly is gas all over the handles. every single time there is gas on the handle. it's literally covered!...,1,6/17/2019 17:24
#NAME?,JF8glctJcFJc-D8ykryjYg,"Nice and clean restraunt. When I walked in, I was greeted immediately. I was drawn to the refrigerator where they had pasta salad potato salad and some...",5,10/13/2018 8:58
#NAME?,YbWglWcl-BJDriWNwpXE_Q,"After my wife and I binged a couple of seasons of ""The Marvelous Mrs. Maisel"" I set out on a mission. I needed some deli food! Pastrami, corned beef,...",4,3/29/2019 15:13
#NAME?,mqibUR-Lva5Ve7gm5WoKZg,Checked these guys out a day after their Grand Opening. The Steele Creek/South Charlotte area definitely lacks in the restaurant scene so I was happy to see...,4,10/11/2018 15:34
wcFscp4-QH0PJeIW1EOQEQ,Z-ksf4P7TvwcX_541qarEQ,"Authentic Chinese, Japanese, and Thai dishes. Great curry and fried rice!!!
Best place for fresh sushi! Amazing staff and Ben is the best sushi chef around....",5,6/22/2019 13:11
wcFscp4-QH0PJeIW1EOQEQ,EqqK6Ke-7-c2K0JmdImgIw,This is by far the best Chinese food place I've been too and eaten in. Great fresh food great prices staff and customer service and the wait is not long at...,5,9/4/2019 13:00
wcFscp4-QH0PJeIW1EOQEQ,_OxTLL2seA4Yd24e_dXnvw,"This is now my favorite Chinese/Japanese restaurant on my side of town.  The salmon roe was fresh, the beef and broccoli was tasty and we had a great...",5,7/13/2019 11:25
ChO3-jkbfBP3sDbep4Kl9g,s5QN70vql5RIe14jUovLJg,"I wanted to like this place, I really did, however  it just doesn't work. I used to go here years ago when it was in Ballantyne. The owner then was very...",3,2/14/2019 12:46
ChO3-jkbfBP3sDbep4Kl9g,69_voKav2ZPYyikIjeLjIg,"I was craving cupcakes so I headed over the blushing Bakeshop, partially because it's close to my job and partially because if you check in here via yelp...",3,3/23/2018 12:45
ChO3-jkbfBP3sDbep4Kl9g,2WjqbC716bDYOJEXY5cXfA,"My fiancé and I LOVE this place! I recently had the Sangria Cupcakes and Lemon Bars! The Lemon Bars are Huge!!! I cut one half for the both of us. 

We are...",5,5/24/2016 16:07
qcTaluNjodgXvSE-MFYvKQ,h_zsw948oE9rQZXNFgCbKA,Josh was awesome! He asked right away if there was anything he could make special for us. Hands down best Cici's I've ever been to.,5,10/7/2019 12:32
qcTaluNjodgXvSE-MFYvKQ,K1t4NDUA20zKNAl2XL6YqA,We came to this location because we had free vouchers from another bad experience at the location on gastonia and this one was even worse. Not only does the...,1,6/7/2019 17:21
qcTaluNjodgXvSE-MFYvKQ,DI-nLl2SPSWSaL0rSHataQ,"I always loved coming to this location but my most recent visit changed all that.  The staff wasn't very friendly, the food wasn't cooked well either but...",1,6/5/2019 23:34
DccXBfQGFMKK7oXqm_3vMg,Wh3yFNevOR2MUrfYRIz3Fg,"Oh jack in the box, why would you get rid of my one and only favorite sandwich, well item, period, on your menu. The grilled cheese sandwich was my absolute...",3,2/11/2016 18:24
DccXBfQGFMKK7oXqm_3vMg,F3_B8WwhOUcC3lYMgGFALw,Foods never impressive by any means and it's the only restaurant/fast food establishment that charges you $0.25 + tax for sauce (who charges for one sauce...,2,11/1/2019 6:19
DccXBfQGFMKK7oXqm_3vMg,bA2C8OdQu5FY4d64pawiRA,"I haven't been to a jack in the box in a while. But today I was weak. I saw that they now have spicy chicken strips and that's all I needed to hear. 
So go...",2,5/23/2019 12:10
hOF7pXT0ur15Qbde96stfA,HtSuywOYouTk3tiJOA9FZg,This Cici's has the best service ever! They will make a special order for you at any time. Customer service is excellent. My kids enjoy visiting this Cici's!,5,7/12/2011 21:46
hOF7pXT0ur15Qbde96stfA,a7CqyGSr6AEGQE5zwlkIkQ,"This place was beyond DISGUSTING and full of staff who don't care. If I could give this place 0 stars I would. DO NOT EAT HERE! 
We waited for more than 5...",1,6/24/2019 4:55
hOF7pXT0ur15Qbde96stfA,fefC85OYfOagjmxz-5K4MA,"Did this place change owners or something? Back in the day this place was great. Clean and good. What the heck happened. Staff is terrible, food is...",1,11/1/2019 16:07
5zwIlyvWRKYQi4FpUT9UBg,bwPloIk-Dn9naG_-fFLxPw,"I was at this Ice cream place last night. I didn't know that they had Italian ice there. I had a combanation of Cherry,Strawberry Lemonade, and Mango. it...",5,8/16/2012 8:15
dPWHFb_sDduzcJdOZSqR5Q,8QOJqyLjv_P5SE6AHoVjUA,love this place. Stephanie and staggs providd excellent customer service and food.is always on  point,5,11/8/2019 14:04
dPWHFb_sDduzcJdOZSqR5Q,jIqiFvGjE-zG5lG929_3vQ,I was coming home from the University section of town and realized that the cold / rainy weather had me trapped on the highway.  I decided right then to...,3,11/14/2019 19:25
dPWHFb_sDduzcJdOZSqR5Q,0BP_1G_A7e_fiYp7ZYP8AA,We went to try wing king for the first time last Friday. Our first impression was this must be the wing spot as it was packed. Barely found parking outside!...,3,6/19/2019 14:44
Db3CfZWrtG33UZSs8Tdlsg,NsAVpuROO8aQl1gfCWcL5Q,"ALL of the Sabor locations are delicious and the people are super friendly. I always recommend coming here. 
However, they did an update to their website a...",5,9/25/2019 17:32
Db3CfZWrtG33UZSs8Tdlsg,lqPyse1RcqHt9V03p0d1Pw,"Love this Sabor location. Convenient to work, crammed right into a shopping center. You can almost easily miss it if you don't know exactly where you're...",4,10/9/2019 11:42
Db3CfZWrtG33UZSs8Tdlsg,Wp9B2Ux24aiB6OO5iAy00w,"The Americanos with grilled chicken tastes great!
I got a bit disappointed about the Elote Loco (the corn), it needs more seasoning
The Autenticos is ok
I...",4,5/30/2019 20:07
mQCT1psNh2pJT38ohSQDHA,nC5YLM73BNtJWIJRNJnDFw,Japan 49 has one of the best atmospheres for lunch I could ask for. It's dimly lit and quiet. A nice atmosphere to have a quiet and relaxing food...,5,8/31/2019 9:46
mQCT1psNh2pJT38ohSQDHA,hZwmT1vcitml0khTyutorQ,"WOW!  And just that quick, the review drops to a new low.  The other night I was not feeling well and my son decided to bring me some food for dinner.  I...",1,8/7/2019 19:44
mQCT1psNh2pJT38ohSQDHA,Bufls3CtEKgiX8Lf3gKVZA,"Well worth the visit! We travel all over the country and eat A LOT of hibachi and sushi, this spot does not disappoint! High quality food and excellent...",5,11/4/2019 19:01
0rrSv3p1SngSYmyNEvWZVw,sYKrstXDIEsw7FK5Bpk0cg,"Me and my boss frequent this place weekly. We always have the same server, and it seems like the owner greets you when you walk in, which is phenomenal when...",5,9/12/2019 18:43
0rrSv3p1SngSYmyNEvWZVw,MnxzWFQfB-j_FGORuUpCSQ,Came in after a trip to Carowinds. The food is amazing. Highly recommend the fig and prosciutto flatbread and the hot chicken sandwich. Amazing quality for...,5,8/22/2019 15:56
